lang,text,nco_2015
en,"Ayah, Domestic",5311.0400
ta,"பெல்ட் டிரஸ்ஸர், ஜெனரல்",7535.1700
en,"Laboratory Assistant, Engineering",3119.0100
ta,"சுற்றுச்சூழல் மற்றும் தொழில்சார் சுகாதாரம் மற்றும் சுகாதாரத் தொழில் வல்லுநர்கள், பிற",2263.9900
ta,நீதிமன்றப் பெறுநர் மற்றும் பணிநீக்கம் செய்பவர்,2619.0800
ta,"பான்மான், சர்க்கரை",8160.3800
hi,दराज (कांच),7315.0900
hi,एलईडी रोशनी परीक्षण और माप,3113.1001
ta,முத்திரை இயந்திர இயக்குபவர்,8342.1400
hi,प्रक्रिया सत्यापन कार्यकारी,2144.0104
en,"Legal and Related Associate Professionals, Other",3411.9900
hi,"खनिक, कोयला",8111.0700
en,"Psychologist, Engineering",2634.0300
ta,அச்சுப்பொறி புகைப்படம்,8132.0100
en,"Operator, Hot Rolling Mill (Non-Ferrous Metal)/Mill Operator",3135.1900
hi,त्वचा देखभाल विशेषज्ञ,5142.0300
en,Transmission Engineer,3114.1201
ta,முன்னுரை,3435.0300
hi,"चिकित्सक और सर्जन, अन्य",2269.0400
hi,"रेडियो संचालक, प्रसारण स्टेशन",3521.0800
en,Coral Breaker,7541.0300
hi,हार्नेस मेकर,7536.1800
hi,सजावटी,3432.0200
en,Lattice Pegger,7318.5200
ta,"ஃபிட்டர், லோகோ",7233.2400
hi,"सांचे, ऊर्ध्वाधर पाइप",7211.0300
hi,"प्रोसेस मैन, केमिकल",3133.0100
hi,विमान माल संभालने वाला पर्यवेक्षक,5111.0500
hi,स्थापना और सेवा अभियंता,7422.1001
ta,உளவியலாளர்,2634.0100
en,Private Secretary,4120.0100
hi,रिवटर (रेल-मार्ग उपकरण),7214.1000
ta,மது சுவை,7515.0200
hi,चिकित्सा सामाजिक कार्यकर्ता,2635.0400
hi,पूर्व और बाद-कैलेंडर प्रचालक,8141.0101
en,"Caulker, Boat Building",7115.1300
en,"Stage and Film Directors, Other",2654.9900
hi,"शेवर, मशीन/शेविंग ऑपरेटर को छुपाएँ",8155.0601
hi,सशस्त्र सुरक्षा गार्ड,5414.0151
hi,बिल कलेक्टर,4214.0100
ta,டை பாண்டிங் ஆபரேட்டர்,8212.1702
en,"Dyer, Leather",7535.1400
en,"Door-to-Door and Telephone Sales Persons, Other",5243.9900
hi,हल्के मोटर वाहन चालक,8322.0501
en,"Laboratory Assistant, Botanical",3141.0200
en,"Supervisor and Foreman, Chemical Processing and Related Activities",3122.1300
ta,துலக்கும் இயந்திர நிபுணர் (ஜவுளி),8154.2400
en,Helper Laboratory and Field Technician,9313.0601
ta,வினிகல்பல்ச்சர்,6111.1200
hi,"ड्राफ्टपर्सन, वास्तुकला",3118.0100
en,"Telecommunication, Technician",3522.0100
ta,தொடர்ச்சியான குணப்படுத்தும் ஆபரேட்டர்,8141.0711
en,Spare Parts Operations Executive,4321.0101
hi,"न्यायाधीश और मजिस्ट्रेट, अन्य",2612.9900
en,"Check Navigator, Aircraft",3153.0700
hi,गैस कटर,7212.0400
hi,मिर्च का खेती करने वाला,6111.1801
hi,पुस्तकालय क्लर्क,4411.0100
ta,டயர்கள் பழுதுபார்க்கும் இயந்திரம்,8141.2100
en,Engine Tester,7231.0200
en,Shirt Maker,7531.0500
hi,"डिजाइनर, चमड़ा लेख",7532.0200
hi,फिटर उपकरण,7311.0401
en,Lens Polisher (Optical),7315.1400
ta,ஆய்வக வேதியியலாளர்-கலவை சோதனை-தொகுப்பு வெளியீடு,2113.0623
hi,"सॉफ्टनर फीडर और रिसीवर, जूट",7318.2000
hi,कार्डियोलॉजिस्ट,2212.0500
hi,स्प्लिंट ड्राइंग चैंबरमैन (मैच),8122.8000
hi,फील्ड तकनीशियनः अन्य घरेलू उपकरण,7421.0701
ta,அனீலர் (கண்ணாடி தயாரிப்பு),8181.1400
hi,"फाइबर तैयारी, कताई और घुमावदार मशीन प्रचालक, अन्य",8151.9900
ta,சூரிய ஆற்றல் அமைப்பு வடிவமைப்பாளர்,2143.0100
en,Inventory Manager (Wholesale),4322.0101
en,"Farmer, Dairy/Dairy Farmer/Entrepreneur",6121.0201
hi,गैस धातु आर्क वेल्डर/धातु निष्क्रिय गैस/धातु सक्रिय गैस/गैस धातु आर्क वेल्डर (एम. आई. जी./एम. ए. जी./जी. एम. ए. डब्ल्यू.),7212.0303
hi,श्रम कल्याण अधिकारी,2635.0100
hi,"ईंटें और टाइल का पत्थर, हाथ",7314.0700
hi,उबलते हुए नल संचालक (रासायनिक),3133.0300
ta,"கொதிகலன், டிண்டல்",8182.0100
ta,"மேற்பார்வையாளர், நகை, செதுக்குதல் மற்றும் துல்லிய உலோகத் தொழிலாளர்கள்",3122.6400
ta,"ஓட்டுநர், தீயணைப்பு படை வாகனங்கள்",8331.0400
en,"Chemist, Pharmaceuticals",2262.0100
en,"Coding, Proofreading and Related Clerks, Others",4413.9900
ta,இடர் மேலாண்மை ஆய்வாளர்,2412.0300
ta,"தீயணைப்பு வீரர், என்ஜின்",8182.0800
ta,வகைபிரித்தல் நிபுணர்,2133.0300
en,Kierman (Textile)/Package Dyeing Machine Operator,8154.0200
ta,பந்து லேப்பிங் இயந்திர ஆபரேட்டர்,7223.2600
en,Wood Anatomist,2132.0600
hi,परमाणु संयंत्र नियंत्रण प्रचालक,3131.0800
ta,டைவர் ஆடை அணியுங்கள்,7541.0600
hi,कार्बोनेशन भंडारण टैंक परिचर,8160.5000
ta,கான்கிரீட் கலவை (மொசைக் ஓடு),7122.0200
ta,சோதனை மற்றும் பழுதுபார்க்கும் தொழில்நுட்ப வல்லுநர்,7422.2201
ta,வண்ணத் தயாரிப்பாளர் (ஜவுளி தயாரிப்பு),7322.1400
ta,"மருத்துவர், உயிர் வேதியியல்/உயிர் வேதியியல் நிபுணர்",2230.0300
en,Wood Lacquerer,7522.1900
en,Medical Social Worker,2635.0400
ta,வீட்டு விநியோக மேலாளர்,1221.0301
hi,"मौसम विज्ञानी, अन्य",2112.9900
en,"Constable, Excise",5412.0300
ta,கலப்பு விலங்கு உற்பத்தியாளர்கள்,6129.0200
ta,"மதிப்பீட்டாளர், சுங்கத்துறை",3315.0300
hi,सहायक चित्रकार और सजावटी,7131.0101
hi,"मजदूर, अन्य",9312.0100
en,Hand Sketch Designer (Basic),2163.0301
en,"Shotfirers and Blasters, Other",7542.9900
ta,"பணக்காரர், வங்கி",4211.0200
ta,ட்விஸ்டர்,7318.4700
en,Blood Bank Technician,3212.0602
hi,"अयाह, संस्थागत",5311.0100
en,"Sewers and Embroiders, Other",8153.9900
en,"Legislators, Other",1111.9900
hi,"संरक्षण सहायक, अभिलेखागार",4411.0300
ta,"புகைப்படக் கலைஞர், வானியல்",3431.0300
hi,मुख्य उड़ान अभियंता,3153.0900
ta,"லேஸ்டர், இயந்திரம்/நீடித்த இயக்குபவர்",8156.1401
ta,தேங்காய் பயிரிடுபவர்,6111.0851
hi,बैक साइज़र,8152.2100
en,"Petroleum Refining Workers, Other",3134.9900
en,Telemarketing Sales Person/Telemarketing Sales Operator,5211.0300
en,Blender (Petroleum Refining),3134.0500
ta,"மேற்பார்வையாளர் மற்றும் தலைமை அதிகாரி, தாள் மற்றும் கட்டமைப்பு உலோக வேலை",3122.4300
en,Kitchen Porter/Steward,5120.0500
ta,மனு எழுத்தாளர்,3411.0300
en,"Chemical Engineers and Technologists, Other",2145.9900
hi,"घर-आधारित व्यक्तिगत देखभाल कार्यकर्ता, अन्य",5322.9900
en,Oral and Maxillofacial Surgeon,2261.0200
en,Export Assistant,3322.6011
ta,"தொப்பி தயாரிப்பாளர், ஜெனரல்",7531.0700
hi,"स्प्रे पेंटर, (सिरेमिक)",7316.0900
en,"Travelling Ticket Examiner, Railway",5112.0600
ta,களப் பராமரிப்பு பொறியாளர்,3114.0701
ta,நர்சிங் உதவியாளர்,3221.0300
en,"Bricklayer, Refractory",7112.0300
hi,संगीत संयोजक,2652.0100
hi,पंपमैन,3132.1000
ta,மெர்ரி-கோ-ரவுண்ட் ஆபரேட்டர்,3435.0400
en,Sliver Lap Man/Combing Preparatory Operator,7318.2900
hi,"प्रबंधक, बागवानी फार्म",1311.1200
en,Dresser,2240.0400
en,"Helpers and Cleaners in Offices, Hotels and Other Establishments, Other",9112.9900
en,"Roller, Hot Rolling Mill (Non-Ferrous Metal)/Mill Operator",3135.2000
hi,धनिया की खेती करने वाला,6111.1901
en,Gemstone Girdle Polisher,7313.1505
ta,நிரலாக்க உதவியாளர்/ஜூனியர் மென்பொருள் பொறியாளர்,3514.0300
ta,"மின்னணு பொருத்திகள், இயந்திரவியலாளர்கள் மற்றும் சேவைகள், பிற",7421.9900
ta,"பணி மேற்பார்வையாளர், கட்டுமானம்",3123.0100
ta,"கூரை போல்டர், சுரங்கம்",8111.1300
ta,தயாரிப்பு மேலாளர் (திரைப்படம்),2654.0800
ta,பங்கு விற்பனையாளர்,3311.0201
hi,लॉग विक्रेता,6210.1000
en,Thatcher,7111.0200
ta,"எம்ப்ராய்டர், இயந்திரம்",8153.0500
en,Printing Jobber,7322.1300
en,"Mechanical Engineer, Air-Conditioning",2144.1200
en,"Supervisor and Foreman, Petroleum Refining and Related Activities/Operator/Engineering Assistant (Mechanical/Electrical/Civil/Chemical) Related Activities",3122.1400
hi,लिथोग्राफिक डिजाइनर,3118.0700
ta,ஆய்வக வேதியியலாளர்-குணப்படுத்தப்பட்ட கலவை சோதனை,2113.0624
en,Hawker,9520.0100
ta,சிறிய காகித கூழ்,8171.0400
en,Pre-Assembly Operator,8156.2501
hi,"उपकरण निर्माता और संबंधित कर्मचारी, अन्य",7222.9900
en,"Spray Painter, (Ceramics)",7316.0900
ta,பிக் (புகையிலை),9211.0300
ta,"ஆய்வக உதவியாளர், விலங்கியல்",3141.0100
en,Plastic Moulding Shift In-Charge,3122.2300
en,Test Driver,8331.0501
hi,धातु ड्राइंग प्रचालक,8121.5800
ta,பராமரிப்பு நிர்வாகி,3113.0501
ta,கிராஃபிக் டிசைனர்,2166.0501
hi,लेटेक्स कार्यकर्ता,8141.1500
en,Sandalwood Extractor,6210.1300
hi,मत्स्य-संस्कृतिविद्,2132.0900
en,Bruting Supervisor,3122.6506
ta,உடல் கடை பொறுப்பாளர்,3115.0104
ta,"காட்சி கலைஞர்கள், பிற",2651.9900
ta,"சீவர், இயந்திரம்",8160.1100
hi,अखबार का लड़का,5243.0100
en,Bus Conductor,5112.1000
hi,कच्चा तेल ट्रेटर (तेल क्षेत्र),8131.2800
hi,"निर्माता, मंच",2654.0600
en,"Floor Layers and Tile Setters, Other",7122.9900
hi,जूनियर सॉफ्टवेयर डेवलपर के लिए मास्टर ट्रेनर,2356.0301
en,Geologist,2114.0100
en,Sanforizing Machineman,8154.2600
hi,मापन जाँचक,7543.0301
en,"Wireman, Light and Power",7411.0301
en,Regional Sales Manager (RSM),3322.1501
hi,बनावट कलाकार,2166.0204
en,Naturopath,2269.0100
ta,பராமரிப்பு தொழில்நுட்ப வல்லுநர்-இயந்திரவியல்,3115.0102
en,"Supervisor and Foreman, Mineral Treating",3121.0300
hi,"पेंटर, स्प्रे/पेंटिंग तकनीशियन (स्प्रे पेंटिंग)",7132.0201
ta,"ஃபீல்ட்மேன், மீன்",6224.0700
ta,களப் பொறியாளர் தொலைக்காட்சி,7421.1302
hi,टेस्ट इंजीनियर-आई. टी. सेवाएँ,2519.0302
en,"General Manager, Lodging and Catering Services",1411.0200
en,Well Digger Helper,9313.0100
en,Continuous Machine Operator (Match Box Manufacturing),8131.4000
hi,"मोल्ड मेकर, पॉटरी और चीनी मिट्टी के बर्तन",7314.0100
en,"Wood Sawyer, Edger",8172.0200
hi,चबाऊ तंबाकू निर्माता,7516.1100
ta,பிளவு இயந்திர இயக்குபவர் (சிராய்ப்பு),8122.7700
en,"Chief Pilot, Aircraft",3153.0100
hi,मैनीक्यूरिस्ट,5142.0200
hi,पेट्रोलॉजिस्ट,2114.0200
en,Web Designer,2166.0300
en,Wood Polisher,7522.2000
hi,प्रचार सहायक,4419.0100
en,Turner/Conventional Turning,7223.0601
ta,பிரைனர்,7511.0400
hi,"पर्यवेक्षक और फोरमैन, लकड़ी का काम (मशीन)",3122.2400
en,Teacher for Differently-Abled (Mental),2352.0300
en,"Manager, Aerial Planting and Cultivation",1311.1000
hi,सिस्टम डिजाइनर (पी. सी. बी. डिजाइन),2151.0602
ta,வாடிக்கையாளர் உறவு மேலாளர்,3322.1101
hi,"स्टॉल और बाजार विक्रेता, अन्य",5211.9900
hi,परीक्षक/परीक्षण अभियंता-हार्डवेयर,2523.0301
en,Driver Auto Rickshaw,8321.0101
ta,"வடிவமைப்பாளர், வேதியியல் பொறியியல்",2145.0200
en,"Staker, Machine/Staking Machine Operator",8155.0700
hi,परिवहन सेवा प्रचालक,9331.0700
ta,"இயக்கி, நீராவி கிரேன்",8343.0100
hi,"कटर, कागज",8171.1600
ta,"நர்சரி தொழிலாளர்கள் மற்றும் தோட்டக்காரர்கள், பிற",6113.9900
hi,"पर्यवेक्षक और फोरमैन, मोटर वाहन मरम्मत",3122.5300
ta,சேவை ஆலோசகர்,3322.2502
hi,"कालीन क्लिपर, हाथ",7318.6000
ta,சந்தனம் பிரித்தெடுக்கும் கருவி,6210.1300
hi,"नाली कटर, खनन",8111.2000
hi,परीक्षण इंजीनियर-सॉफ्टवेयर उत्पाद,2519.0402
ta,தாவர நோயியல் நிபுணர்,2131.1500
hi,समान अवसर अधिकारी,3412.0200
ta,தானியங்கி கிளாச் இயக்குபவர்,8131.3501
en,Bottom Polisher,7313.1504
hi,"विश्वविद्यालय और महाविद्यालय के शिक्षक, सूचना प्रौद्योगिकी/प्रोफेसर/सहायक प्रोफेसर, सूचना प्रौद्योगिकी",2310.0800
ta,விளம்பர அதிகாரி,2432.0100
en,Embossing Machine Operator,4132.0900
en,"Caretaker, Monument",5153.0200
ta,"சமூகவியலாளர்கள், மானுடவியலாளர்கள் மற்றும் தொடர்புடைய தொழில் வல்லுநர்கள், பிற",2632.9900
ta,தொல்லியல் நிபுணர்,2114.0300
ta,அசோசியேட்-அனலிட்டிக்ஸ்,2120.0501
en,Disc Jockey,2656.0200
ta,"இருக்கை லேஸ்டர், இயந்திரம்/நீடித்த இயந்திர ஆபரேட்டர்",8156.1600
ta,"தகவல் மற்றும் தொடர்பாடல் தொழில்நுட்ப சேவைகள் மேலாளர், பிற",1330.9900
hi,ऑर्थोटिस्ट और प्रोस्थेटिस्ट,2269.0500
hi,"सफाई, घर की बहाली सेवा",9111.0300
en,Drawing Tenter,8151.0700
en,Tappers,9215.0200
ta,"சுழற்பந்து வீச்சாளர், சணல்",7318.4500
ta,ஆபரேஷன் தியேட்டர் டெக்னீசியன்,3212.0101
ta,"மேற்பார்வையாளர், சுங்கத்துறை",3351.0200
en,Machinist,7233.0102
ta,"கணினி நெட்வொர்க் தொழில் வல்லுநர்கள், பிற",2523.9900
hi,"फर्नीचर निर्माता, रीड",7317.0400
hi,"सिलाई मशीन परिचर, रासायनिक",8131.0800
en,Auto Bruter,7313.1306
hi,"क्रेन, फव्वारे और संबंधित संयंत्र संचालक, अन्य",8343.9900
ta,கதைப்பலகை கலைஞர்,2166.0209
en,"Lascar Stager, Ship Building",7115.0800
ta,அகழி தோண்டும் இயந்திர இயக்குபவர்,8342.0700
en,Test Engineer – Software,2512.0202
en,Bare Foot Technician (BFT),3142.0201
hi,चार कटर,7523.0700
en,Inclusion Plotter,7313.1201
ta,சந்தைப்படுத்தல் மற்றும் சமூக ஊடக மேலாளர்,3322.1702
en,"Tanner, Rotary Drum, Continuous Process (Leather Manufacturing)/Drum Operator",8155.1101
hi,"खनन अभियंता, पेट्रोलियम और गैस",2146.0400
ta,பத்திரிகைத் தலைவர்,8157.0401
en,Casting – Operator Helper (Non-Ferrous Metal),8121.4400
hi,"प्रशिक्षक, पशु",2659.1300
hi,ग्रीनहाउस फिटर,6113.0501
hi,यौगिक पुरुष (मैच),8131.0500
hi,बूम ड्राइवर,8342.1000
hi,कोरियोग्राफर,2653.0100
en,Slitting Machine Operator (Cycle Tyre),8141.0500
hi,हवाईअड्डा इंजीनियर,2142.0800
ta,சுற்றுச்சூழல் பொறியியல் தொழில்நுட்ப வல்லுநர்,3257.0500
en,"Debt Collectors and Related Workers, Other",4214.9900
hi,आईलेट हॉलिंग मशीन ऑपरेटर,8153.0300
en,"Director, Well Drilling",1120.1600
en,"Crusher Operator, Chemical",8131.0100
en,Darner,7533.0600
hi,पेस्ट मेकर,8131.1800
hi,रेलवे के निरीक्षक ने दावा किया,3315.0200
ta,"மருத்துவச்சிகள் இணை தொழில் வல்லுநர்கள், பிற",3222.9900
ta,"இசைக்கலைஞர்கள், பாடகர்கள் மற்றும் இசையமைப்பாளர்கள், பிற",2652.9900
ta,ஆய்வக வேதியியலாளர்-உள்வரும் மூலப்பொருள் சோதனை,2113.0622
hi,"लकड़ी से काम करने वाली मशीन सेटर और सेटर ऑपरेटर, अन्य",7523.9900
ta,கண்ணாடி தொழில்நுட்ப வல்லுநர்,2141.2200
en,"Setter, Automatic Machine",7223.0400
en,"Traffic Timetable Inspector, Tram",4323.0500
en,"Mail Carriers and Sorting Clerks, Other",4412.9900
ta,கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு சாகுபடி செய்யும் கரும்பு,6111.0701
ta,ஆட்டோமொபைல் உடல் தொழில்நுட்ப வல்லுநர் நிலை 3,7231.0103
en,Orchestra Conductor,2652.0200
hi,ग्राहक संबंध कार्यकारी,5244.0103
hi,बिक्री और पूर्व-बिक्री विश्लेषक,2434.0101
ta,"மோல்டர், இயந்திரம்",7211.0200
hi,प्रणाली विश्लेषक,2511.0100
hi,गुणवत्ता नियंत्रण निरीक्षक-दृश्य निरीक्षण,7543.3005
hi,पैकेज और प्रेषक,9321.0102
hi,मौसम विज्ञानी,2111.1000
en,"Moulder, Wood",7523.0900
en,"Waterproofer, Textile",8151.2000
en,Associate – Analytics,2120.0501
hi,"स्पिनर, फ्रेम (कपड़ा)/रिंग फ्रेम टेंटर",8151.0600
hi,"रोस्टर, कोको बीन",8160.6600
hi,लेंस पॉलिशर (ऑप्टिकल),7315.1400
ta,மில்லர்/ஆலை ஆபரேட்டர் (இரசாயன),8131.0200
ta,"சேகரிப்பாளர், மருத்துவ மூலிகைகள்",6210.0600
en,"Scudder, Hand",7535.0700
hi,त्वचा गोताखोर,7541.0700
hi,स्लिटिंग मशीन ऑपरेटर (अलौह धातु),8121.2500
hi,सेवा पर्यवेक्षक,3322.2501
en,Customer Care Executive (Relationship Centre),5242.0201
hi,"ड्राई क्लीनर, स्पॉट",9121.0700
en,Service Training Centre In-Charge,2424.0501
en,Warranty In-Charge,3315.0501
hi,क्षेत्र बिक्री अधिकारी,2433.0101
hi,बेंत कटर,6210.0800
hi,प्रबंधन प्रशिक्षु-बिक्री और विपणन/व्यवसाय विकास,2431.0502
ta,ரீஃப்ளோ அடுப்பு சோல்டரிங் ஆபரேட்டர்,8212.1604
hi,डेकोरेटर (सिरेमिक),7316.0800
ta,"விமான இயந்திரவியல், பிற",7232.9900
ta,புல் வெட்டும் கருவி,6121.1400
hi,"बढ़ई, गाँव",7115.0400
en,"Upholsterer, Vehicle",7534.0300
ta,நூல் சோதனையாளர்,8151.1400
hi,"कांच और सिरेमिक संयंत्र संचालक, अन्य",8181.9900
hi,पेल्ट ग्रेडर,7535.1800
ta,பிளம்பிங் ஃபோர்மேன்,3123.0301
en,"Estate Agents, Other",3334.9900
hi,कॉफी बागान कार्यकर्ता,6112.0601
hi,खुदरा विक्रेता,5249.0500
hi,रडार प्रचालक,3521.1700
ta,அறை தாங்குபவர்/பெல் பாய்ஸ்/பெல் ஹாப்/ஹோட்டல் போர்டர்கள்,5151.0800
ta,உடற்பயிற்சி பயிற்சியாளர்/உடற்பயிற்சி பயிற்றுவிப்பாளர்,3423.0101
ta,குதிரை பந்தயப் பயிற்சியாளர்,2659.1400
hi,बेलिफ,4419.0400
hi,ब्रू मास्टर,8160.6800
hi,लेयरमैन,7532.0903
ta,மொழி மொழிபெயர்ப்பாளர்-தகவல் தொழில்நுட்ப சேவைகள்,2643.0402
hi,गुणवत्ता नियंत्रण निरीक्षक-सांख्यिकीय प्रक्रिया नियंत्रण,7543.3004
en,"Supervisor and Foreman, Paper and Paper Board Product Making",3122.2600
ta,"கை உளவாளியாளர், ஜெனரல்",7533.0201
ta,பணக்காரர்கள்,4213.0100
hi,लोहार,7221.0100
ta,பெட்டி வடிகட்டுதல் இயக்குபவர்,8131.2600
hi,"ब्लीचर, पेपर पल्प",8171.0900
en,"Crusher Attendant, Stone",7315.2200
ta,லாக் ட்ரெட்டர்,6210.2000
hi,रिसेप्शनिस्ट (होटल)/फ्रंट ऑफिस एसोसिएट,4224.0100
hi,"बिल्डर, पारंपरिक सामग्री, अन्य",7111.9900
hi,महिला कल्याण अधिकारी,2635.0200
ta,பிரஸ் ஆபரேட்டர்,8159.0400
ta,ஜூஸ் ஹீட்டர் உதவியாளர்,8160.4800
ta,"இயந்திர நிபுணர், காகிதம், உலர் முனை",3139.0400
ta,கதிர்வீச்சு பாதுகாப்பு பொறியாளர்,2143.0300
ta,"சிமெண்ட் மற்றும் பிற கனிமப் பொருட்கள் இயந்திர இயக்கிகள், பிற",8114.9900
en,"Chemical Products Machine Operators, Other",8131.9900
ta,ஜவுளி தொழில்நுட்ப வல்லுநர்,2141.1000
hi,परीक्षण इंजीनियर-सॉफ्टवेयर,2512.0202
en,Auto Engine Repair Technician,7213.0201
ta,கருவி அறை மேற்பார்வையாளர்,3115.1302
hi,कनवर्टर मैन/कनवर्टर ब्लोअर तकनीशियन,3135.0700
hi,पटकथा लेखक,2641.0601
hi,कैबिनेट निर्माता,7522.0200
ta,"தோல் வெட்டும் கருவி, கை",7536.2000
ta,உலர்த்தும் அறை உதவியாளர் (போட்டி பெட்டிகள்)/அறை ஆபரேட்டர்கள்,8131.1500
en,Gas Metal Arc Welder/Metal Inert Gas/Metal Active Gas/Gas Metal Arc Welder (MIG/MAG/GMAW),7212.0303
hi,ऑर्केस्ट्रा संचालक,2652.0200
ta,வெற்றிட பிளாஸ்டிக் உருவாக்கும் இயந்திர ஆபரேட்டர்,8142.0800
ta,"வேதியியலாளர்கள், பிற",2113.9900
en,Automotive Paint Shop Assistant,7132.0901
hi,लिनो प्रचालक,7322.0200
hi,"एडजस्टर, रिले",7412.0300
en,Fire Protection Systems Design Engineer,2142.0501
ta,"மேற்பார்வையாளர் மற்றும் ஃபோர்மேன், மதுபானம் தயாரிப்பது, காற்றோட்டமான நீர் மற்றும் பானங்கள் தயாரித்தல்",3122.7100
ta,சுயவிவர இயக்குபவர் (சுழற்சி வரி),8141.0700
en,Peeling Machine Operator (Food Canning and Preserving),8160.2200
ta,மீட்டர் வாசகர்,9623.0300
hi,मोटर वाहन शरीर तकनीशियन स्तर 3,7231.0103
en,"Laboratory Assistant, Glass and Ceramics",3116.0100
en,Drum Man (Tanning),7535.1200
ta,"மெக்கானிக், டீசல் இயந்திரம்",7233.0400
en,Convertor Blower/Convertor Blower Technician,3135.0600
ta,ஃபேஷன் டிசைனர்,2163.0500
ta,மொழி நிபுணர்,2643.0100
hi,"पाँचवाँ इंजीनियर, जहाज/कनिष्ठ इंजीनियर",3151.0500
en,"Supervisors and Foremen, Stationary Engine and Related Equipment",3122.1700
hi,"शरीर विज्ञानी, चिकित्सा",2212.1900
en,"Filler, Aerated Water",8160.8300
ta,"இயந்திரப் பொறியாளர், பராமரிப்பு",2144.0600
ta,வணிக வாகன ஓட்டுநர்-உதவியாளர்,8331.0302
ta,ரப்பர் நர்சரி மேற்பார்வையாளர்,3122.8001
hi,जूस स्पष्टीकरण पर्यवेक्षक,3122.7000
hi,ग्लेज़ निर्माता,8181.2800
ta,"ரீலர், சில்க்",8151.1300
ta,பிரேஸர்,7212.0500
en,"University and College Teacher, Science Subjects/Professors/Assistant Professors, Science Subjects",2310.0600
ta,"நீதிபதி, உயர் நீதிமன்றம்",2612.0200
ta,ஆடை அணிந்தவர்,2240.0400
hi,ग्रेडर प्रचालक,8342.0400
ta,"ஹீல் அட்டாச்சர், கை (காலணி)",7536.1600
hi,मक्खन निर्माता,7513.0300
hi,परीक्षण तकनीशियन,7421.1202
hi,याचिका लेखक,3411.0300
hi,वंशावलीविद्,2632.1000
hi,दुकान प्रबंधक,3322.1306
en,"Chief Navigator, Aircraft",3153.0600
hi,"कैलिब्रेटर, ग्लास",7311.0900
en,Pollution Control Engineer,2143.0500
ta,விற்பனை இயந்திர உதவியாளர்,9623.0100
hi,स्नातक मशीन संचालक (कांच),8181.2000
ta,பொறுப்பை வழங்குதல் மற்றும் திருப்பிச் செலுத்துதல்,9321.1102
hi,खेल प्रशिक्षक,3422.0201
ta,தோட்டக்காரர்,6113.0100
hi,तंत्रिका विज्ञानी,2212.0100
ta,வேளாண் கள அதிகாரி,2412.0501
ta,"வேலை செய்யும் உரிமையாளர், மொத்த வர்த்தகம்/உரிமையாளர், மொத்த வர்த்தகம்",1120.1900
en,Radio Mechanic,7422.1500
ta,"மேற்பார்வையாளர் மற்றும் ஃபோர்மேன், ஃபோட்டோலிதோ, புகைப்பட பொறித்தல் மற்றும் இருண்ட அறை செயல்பாடுகள்",3122.6600
ta,பெட்ரோலியம் மற்றும் இயற்கை எரிவாயு பிரித்தெடுத்தல் தொழில்நுட்ப வல்லுநர்,3117.0200
hi,"सब-इंस्पेक्टर, पुलिस",3355.0200
en,Textile Designer,2163.0600
hi,ऑटो बॉडी पेंटिंग तकनीशियन-सतह उपचार,7132.0203
ta,வெண்ணெய் தயாரிப்பாளர்,7513.0300
ta,குழந்தை பல் மருத்துவர்,2261.0600
en,Statistical Assistant,3314.0200
ta,"கழிவு மேலாண்மை பொறியாளர், கதிரியக்க பொருள்",2143.0400
ta,"கிரேன் மற்றும் ஹாயிஸ்ட் ஆபரேட்டர்கள், பிற",8343.1600
en,"Supervisor, Broadcasting Audiovisual Projection and Sound Equipment Operations",3521.0600
ta,"கட்டிடச் சட்டகம் மற்றும் அது தொடர்பான வர்த்தகத் தொழிலாளர்கள், பிற",7119.9900
ta,பட்டுத் திரை அச்சுப்பொறி,7322.1200
ta,"லேஸ்டர், கை",7536.0800
hi,"प्रयोगशाला सहायक, नैदानिक",2240.0100
en,"Hide and Skin Setter, Machine/Setting Machine Operator",8155.0400
hi,प्रोटोटाइपिंग प्रबंधक,2144.0804
en,Air Traffic Controller Specialist,3154.0100
hi,यातायात योजनाकार,2164.0200
en,Speeder Machine Operator (Abrasive Wheel),8122.7000
en,Candy Maker,7512.0500
ta,"ஹைட்ரோகிராஃபர், வாட்டர்வொர்க்ஸ்",2114.5500
ta,மீன் வளர்ப்பாளர்,6224.1000
en,Horn Comb Maker (Hand),7536.2700
en,In-Process and Final Quality Engineer,3113.0801
en,"Messengers, Package Deliverers and Luggage Porters, Other",9621.9900
